Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-on Total,Add-ons Purchased,Extended Warranty,Accessory,Impulse
8153,36,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,12/20/2023 0:00,Overnight,115.84,"Impulse Item,Extended Warranty,Extended Warranty",2,0,1
8153,36,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,8/20/2024 0:00,Express,34.4,"Impulse Item,Accessory",0,1,1
8156,72,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,8/17/2024 0:00,Standard,0,,0,0,0
8157,51,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,4/15/2024 0:00,Standard,43.07,"Impulse Item,Extended Warranty",1,0,1
8158,69,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,5/2/2024 0:00,Standard,56.57,"Extended Warranty,Accessory,Extended Warranty",2,1,0
8158,69,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,6/21/2024 0:00,Overnight,80.31,"Accessory,Impulse Item,Extended Warranty",1,1,1
8160,31,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,3/8/2024 0:00,Standard,69.11,"Extended Warranty,Accessory,Impulse Item",1,1,1
8161,45,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1235.15,247.03,5,2/8/2024 0:00,Standard,87.9,"Extended Warranty,Accessory,Impulse Item",1,1,1
8161,45,Female,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,5/26/2024 0:00,Overnight,123.64,"Extended Warranty,Impulse Item,Extended Warranty",2,0,1
8162,68,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,11/2/2023 0:00,Standard,75.88,"Impulse Item,Extended Warranty,Impulse Item",1,0,2
8162,68,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,3/13/2024 0:00,Express,0,,0,0,0
8162,68,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,5/12/2024 0:00,Express,80.51,"Impulse Item,Accessory,Accessory",0,2,1
8163,49,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,11/4/2023 0:00,Overnight,31.28,"Accessory,Impulse Item",0,1,1
8164,69,Female,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,12/27/2023 0:00,Express,0,,0,0,0
8164,69,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2/16/2024 0:00,Standard,48.46,"Impulse Item,Extended Warranty",1,0,1
8165,45,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,7/18/2024 0:00,Standard,23.22,Accessory,0,1,0
8166,40,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,9/24/2023 0:00,Standard,85.14,"Accessory,Extended Warranty,Impulse Item",1,1,1
8166,40,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,10/21/2023 0:00,Express,84.83,"Accessory,Extended Warranty,Impulse Item",1,1,1
8168,66,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,12/30/2023 0:00,Overnight,30.17,"Accessory,Extended Warranty",1,1,0
8168,66,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,7/8/2024 0:00,Express,0,,0,0,0
8168,66,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,7/17/2024 0:00,Overnight,0,,0,0,0
8170,31,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,9/27/2023 0:00,Overnight,28.79,"Accessory,Accessory",0,2,0
8170,31,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2/3/2024 0:00,Standard,40.36,"Accessory,Accessory",0,2,0
8170,31,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,5/24/2024 0:00,Express,49.47,Accessory,0,1,0
8170,31,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,988.12,247.03,4,7/16/2024 0:00,Express,31.38,Impulse Item,0,0,1
8170,31,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,20.75,20.75,1,8/11/2024 0:00,Express,0,,0,0,0
8171,66,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,1689.66,844.83,2,9/9/2024 0:00,Overnight,29.31,Accessory,0,1,0
8172,53,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,10/7/2023 0:00,Standard,0,,0,0,0
8172,53,Female,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,3/6/2024 0:00,Standard,0,,0,0,0
8172,53,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,6/18/2024 0:00,Express,0,,0,0,0
8172,53,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,7/28/2024 0:00,Express,27.27,Impulse Item,0,0,1
8173,23,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,4/24/2024 0:00,Standard,89.69,"Extended Warranty,Accessory",1,1,0
8174,76,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,5/2/2024 0:00,Standard,0,,0,0,0
8176,60,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,12/14/2023 0:00,Standard,58.06,"Extended Warranty,Impulse Item",1,0,1
8176,60,Male,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,7/27/2024 0:00,Overnight,34.63,"Impulse Item,Accessory,Extended Warranty",1,1,1
8177,71,Male,Yes,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,5/23/2024 0:00,Express,15.42,Impulse Item,0,0,1
8178,76,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,1/10/2024 0:00,Express,0,,0,0,0
8178,76,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,2319.8,463.96,5,5/6/2024 0:00,Standard,0,,0,0,0
8179,18,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,1/2/2024 0:00,Standard,0,,0,0,0
8179,18,Female,No,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,6/10/2024 0:00,Standard,122.63,"Impulse Item,Accessory,Accessory",0,2,1
8180,31,Female,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,10/7/2023 0:00,Standard,12.11,Impulse Item,0,0,1
8181,31,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,10/23/2023 0:00,Standard,108.84,"Accessory,Impulse Item,Extended Warranty",1,1,1
8181,31,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,6758.64,844.83,8,5/13/2024 0:00,Express,13.44,Accessory,0,1,0
8182,36,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,11/4/2023 0:00,Express,43.35,"Impulse Item,Accessory",0,1,1
8183,39,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,1/19/2024 0:00,Standard,45.33,"Extended Warranty,Accessory",1,1,0
8183,39,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,124.5,20.75,6,5/14/2024 0:00,Standard,90.53,"Accessory,Impulse Item,Extended Warranty",1,1,1
8183,39,Male,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,9/1/2024 0:00,Standard,17.64,Extended Warranty,1,0,0
8185,51,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,12/2/2023 0:00,Overnight,91.38,"Extended Warranty,Impulse Item",1,0,1
8187,35,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2/14/2024 0:00,Standard,62.35,"Accessory,Impulse Item",0,1,1
8187,35,Female,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,4/19/2024 0:00,Standard,41.15,Accessory,0,1,0
8189,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,10/1/2023 0:00,Overnight,0,,0,0,0
8189,76,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,6/19/2024 0:00,Overnight,76.22,"Accessory,Extended Warranty",1,1,0
8192,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,12/26/2023 0:00,Overnight,48.09,"Extended Warranty,Extended Warranty",2,0,0
8192,27,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,1/7/2024 0:00,Standard,65.45,"Accessory,Impulse Item",0,1,1
8193,77,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7911.9,791.19,10,10/30/2023 0:00,Standard,0,,0,0,0
8193,77,Female,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,4/24/2024 0:00,Standard,19.7,Extended Warranty,1,0,0
8194,33,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,9/21/2024 0:00,Express,5.38,Extended Warranty,1,0,0
8198,46,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,1/2/2024 0:00,Overnight,47.76,"Impulse Item,Extended Warranty",1,0,1
8198,46,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,7/31/2024 0:00,Overnight,61.66,"Accessory,Accessory,Accessory",0,3,0
8200,63,Female,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,3/2/2024 0:00,Express,36.46,Impulse Item,0,0,1
8201,57,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,1/6/2024 0:00,Express,81.3,"Impulse Item,Impulse Item,Accessory",0,1,2
8201,57,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,7/28/2024 0:00,Overnight,30.31,"Impulse Item,Impulse Item",0,0,2
8201,57,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2783.76,463.96,6,7/31/2024 0:00,Overnight,57.3,"Accessory,Accessory",0,2,0
8202,51,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,1/4/2024 0:00,Standard,64.69,"Accessory,Impulse Item",0,1,1
8202,51,Female,Yes,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,3/27/2024 0:00,Overnight,0,,0,0,0
8203,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,5/2/2024 0:00,Overnight,0,,0,0,0
8203,74,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,6/8/2024 0:00,Standard,12.74,Impulse Item,0,0,1
8204,28,Male,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,7/7/2024 0:00,Express,83.42,"Impulse Item,Impulse Item,Impulse Item",0,0,3
8205,70,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,6/19/2024 0:00,Standard,79.29,"Impulse Item,Impulse Item,Extended Warranty",1,0,2
8206,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,1/10/2024 0:00,Express,26.99,"Impulse Item,Extended Warranty,Accessory",1,1,1
8207,78,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,1/14/2024 0:00,Standard,0,,0,0,0
8208,72,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,5538.33,791.19,7,11/6/2023 0:00,Standard,0,,0,0,0
8208,72,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,1855.84,463.96,4,12/11/2023 0:00,Standard,51.57,"Accessory,Extended Warranty",1,1,0
8209,63,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,10/25/2023 0:00,Overnight,0,,0,0,0
8209,63,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,7/27/2024 0:00,Express,0,,0,0,0
8212,38,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,1/28/2024 0:00,Overnight,14.08,Impulse Item,0,0,1
8213,55,Female,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,1/10/2024 0:00,Overnight,35.4,Impulse Item,0,0,1
8214,70,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,8448.3,844.83,10,11/20/2023 0:00,Overnight,56.72,"Accessory,Impulse Item",0,1,1
8214,70,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,3/10/2024 0:00,Express,32.8,"Extended Warranty,Extended Warranty",2,0,0
8214,70,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,3/22/2024 0:00,Overnight,8.81,Impulse Item,0,0,1
8214,70,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,4/30/2024 0:00,Express,0,,0,0,0
8215,63,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1729.21,247.03,7,2/24/2024 0:00,Overnight,33.62,Accessory,0,1,0
8215,63,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,3/10/2024 0:00,Overnight,72.03,"Accessory,Impulse Item",0,1,1
8216,27,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,1582.38,791.19,2,12/15/2023 0:00,Standard,85.08,"Impulse Item,Impulse Item",0,0,2
8216,27,Female,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,8/22/2024 0:00,Express,46.96,Extended Warranty,1,0,0
8217,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2/20/2024 0:00,Standard,23.05,Accessory,0,1,0
8218,54,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,11/24/2023 0:00,Standard,0,,0,0,0
8218,54,Male,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2/27/2024 0:00,Overnight,0,,0,0,0
8218,54,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,9/8/2024 0:00,Standard,49.42,"Impulse Item,Impulse Item,Accessory",0,1,2
8219,79,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,3/24/2024 0:00,Standard,18.72,Accessory,0,1,0
8220,33,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,11/22/2023 0:00,Standard,0,,0,0,0
8221,19,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,4/13/2024 0:00,Express,34.57,"Impulse Item,Accessory",0,1,1
8221,19,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,4/26/2024 0:00,Express,18.55,Extended Warranty,1,0,0
8224,30,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,12/19/2023 0:00,Express,0,,0,0,0
8225,66,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,5/2/2024 0:00,Overnight,13.01,Accessory,0,1,0
8225,66,Female,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,5/9/2024 0:00,Standard,0,,0,0,0
8227,62,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,4/26/2024 0:00,Overnight,0,,0,0,0
8231,65,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,12/18/2023 0:00,Express,45.89,"Impulse Item,Extended Warranty",1,0,1
8231,65,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2/10/2024 0:00,Overnight,0,,0,0,0
8232,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,5/11/2024 0:00,Standard,15.7,Impulse Item,0,0,1
8234,52,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,5/23/2024 0:00,Overnight,0,,0,0,0
8235,79,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,1/22/2024 0:00,Express,0,,0,0,0
8235,79,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,4/21/2024 0:00,Express,0,,0,0,0
8235,79,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,5/6/2024 0:00,Overnight,5.34,Impulse Item,0,0,1
8239,49,Male,Yes,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2/20/2024 0:00,Overnight,39.03,"Impulse Item,Extended Warranty",1,0,1
8240,66,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,7/14/2024 0:00,Standard,73.17,"Impulse Item,Impulse Item",0,0,2
8241,71,Female,No,Laptop,SKU1005,3,Cancelled,Cash,463.96,463.96,1,10/17/2023 0:00,Overnight,65.22,"Accessory,Extended Warranty,Impulse Item",1,1,1
8241,71,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,1/5/2024 0:00,Overnight,30.12,Accessory,0,1,0
8241,71,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,1/8/2024 0:00,Express,70.94,"Impulse Item,Impulse Item,Extended Warranty",1,0,2
8242,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,7/6/2024 0:00,Overnight,60.37,"Impulse Item,Impulse Item",0,0,2
8244,77,Female,Yes,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,5/4/2024 0:00,Standard,63.3,"Impulse Item,Extended Warranty,Impulse Item",1,0,2
8244,77,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,207.5,20.75,10,5/16/2024 0:00,Express,0,,0,0,0
8245,52,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,10/27/2023 0:00,Overnight,22.5,Impulse Item,0,0,1
8245,52,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,1/20/2024 0:00,Standard,28.91,Impulse Item,0,0,1
8246,72,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2/15/2024 0:00,Standard,43.4,Impulse Item,0,0,1
8247,30,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,9/30/2023 0:00,Overnight,67.08,"Impulse Item,Accessory",0,1,1
8248,42,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,8/19/2024 0:00,Standard,0,,0,0,0
8249,77,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,10/12/2023 0:00,Overnight,0,,0,0,0
8249,77,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,9/4/2024 0:00,Express,85.01,"Extended Warranty,Impulse Item",1,0,1
8250,35,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,10/13/2023 0:00,Overnight,37.86,"Impulse Item,Accessory,Extended Warranty",1,1,1
8250,35,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,5/18/2024 0:00,Overnight,49.05,Extended Warranty,1,0,0
8252,38,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,7/25/2024 0:00,Overnight,30.79,Extended Warranty,1,0,0
8253,41,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,10/23/2023 0:00,Overnight,23.06,Extended Warranty,1,0,0
8254,27,Male,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,3/13/2024 0:00,Express,20.4,"Accessory,Accessory,Impulse Item",0,2,1
8254,27,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,5/22/2024 0:00,Express,51.21,"Impulse Item,Extended Warranty",1,0,1
8254,27,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,6/9/2024 0:00,Standard,0,,0,0,0
8254,27,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,9/9/2024 0:00,Overnight,62.61,"Extended Warranty,Impulse Item",1,0,1
8255,77,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,1/24/2024 0:00,Overnight,70.28,"Impulse Item,Impulse Item,Impulse Item",0,0,3
8255,77,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,4/30/2024 0:00,Standard,7.55,Impulse Item,0,0,1
8255,77,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,7/23/2024 0:00,Express,53.25,"Impulse Item,Impulse Item",0,0,2
8258,30,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,12/14/2023 0:00,Overnight,0,,0,0,0
8258,30,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,5/7/2024 0:00,Standard,58.59,"Extended Warranty,Impulse Item",1,0,1
8260,49,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,2/16/2024 0:00,Express,47.39,"Impulse Item,Extended Warranty",1,0,1
8260,49,Female,Yes,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,6/28/2024 0:00,Overnight,0,,0,0,0
8260,49,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,7/30/2024 0:00,Standard,50.65,"Impulse Item,Extended Warranty",1,0,1
8262,24,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,3/28/2024 0:00,Standard,23.47,Impulse Item,0,0,1
8262,24,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,8/25/2024 0:00,Standard,0,,0,0,0
8263,33,Female,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,1/7/2024 0:00,Overnight,42.8,"Extended Warranty,Accessory,Accessory",1,2,0
8264,24,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,1/23/2024 0:00,Standard,34.02,Accessory,0,1,0
8265,60,Female,Yes,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2/4/2024 0:00,Express,21.45,Extended Warranty,1,0,0
8265,60,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,3/24/2024 0:00,Standard,80.68,"Extended Warranty,Extended Warranty,Impulse Item",2,0,1
8265,60,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,7/1/2024 0:00,Express,0,,0,0,0
8267,36,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,8/6/2024 0:00,Overnight,78.88,"Accessory,Extended Warranty,Extended Warranty",2,1,0
8272,28,Male,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,9/27/2023 0:00,Express,41.79,Accessory,0,1,0
8272,28,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,10/22/2023 0:00,Overnight,0,,0,0,0
8272,28,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1391.88,463.96,3,2/12/2024 0:00,Overnight,0,,0,0,0
8272,28,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,4/27/2024 0:00,Standard,65.37,"Accessory,Impulse Item,Accessory",0,2,1
8273,30,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,12/14/2023 0:00,Express,97.01,"Accessory,Accessory,Impulse Item",0,2,1
8273,30,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,5/20/2024 0:00,Express,25.76,Extended Warranty,1,0,0
8274,50,Male,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,4/23/2024 0:00,Overnight,58.46,"Extended Warranty,Impulse Item",1,0,1
8275,74,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2/10/2024 0:00,Standard,35.12,Extended Warranty,1,0,0
8276,32,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,8/21/2024 0:00,Express,0,,0,0,0
8278,69,Male,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,5/8/2024 0:00,Express,0,,0,0,0
8281,58,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,8448.3,844.83,10,2/18/2024 0:00,Express,37.94,"Impulse Item,Impulse Item",0,0,2
8285,48,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,1/15/2024 0:00,Overnight,15.59,"Impulse Item,Accessory",0,1,1
8285,48,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,4/18/2024 0:00,Express,0,,0,0,0
8285,48,Male,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,6/19/2024 0:00,Express,0,,0,0,0
8286,74,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,9/27/2023 0:00,Standard,8.64,Extended Warranty,1,0,0
8286,74,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,7/31/2024 0:00,Standard,29.99,"Accessory,Impulse Item,Extended Warranty",1,1,1
8286,74,Male,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,9/6/2024 0:00,Express,67.44,"Accessory,Impulse Item",0,1,1
8287,41,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,6/12/2024 0:00,Overnight,23.96,Impulse Item,0,0,1
8287,41,Female,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,7/16/2024 0:00,Express,11.89,Accessory,0,1,0
8289,43,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,10/9/2023 0:00,Standard,0,,0,0,0
8289,43,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,7120.71,791.19,9,12/17/2023 0:00,Standard,79.48,"Accessory,Accessory",0,2,0
8289,43,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,4/6/2024 0:00,Standard,30.54,Accessory,0,1,0
8289,43,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,5/24/2024 0:00,Standard,15.63,Impulse Item,0,0,1
8289,43,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,9/1/2024 0:00,Standard,29.17,Impulse Item,0,0,1
8290,18,Male,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,3/29/2024 0:00,Overnight,85.12,"Accessory,Extended Warranty",1,1,0
8291,24,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,5/30/2024 0:00,Standard,40.53,"Impulse Item,Accessory",0,1,1
8292,38,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2/21/2024 0:00,Standard,52.98,"Extended Warranty,Accessory,Accessory",1,2,0
8292,38,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,3/18/2024 0:00,Standard,42.59,"Impulse Item,Accessory",0,1,1
8292,38,Male,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,8/15/2024 0:00,Overnight,41.57,"Extended Warranty,Accessory",1,1,0
8293,61,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,1/13/2024 0:00,Express,37.37,Accessory,0,1,0
8293,61,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,1/15/2024 0:00,Overnight,120.97,"Extended Warranty,Accessory,Extended Warranty",2,1,0
8293,61,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,3/21/2024 0:00,Overnight,50.54,"Accessory,Extended Warranty",1,1,0
8293,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,5/6/2024 0:00,Standard,99.1,"Impulse Item,Accessory,Extended Warranty",1,1,1
